id,edad,experiencia_laboral_anios,ingresos_mensuales,integrantes_familia,tdc_monto_promedio_mensual,escolaridad,hipoteca_monto_total,posee_prestamo,uso_portal,uso_tdc
2611,40,16,60000,2,3200,Superior,0,0,1,0
2612,33,8,52858,3,600,Elemental,0,0,1,0
2613,50,26,27785,4,1100,Elemental,1310000,0,0,0
2614,52,26,110000,2,5400,Medio Superior,2040000,1,1,0
2615,35,11,160000,4,5700,Medio Superior,0,1,0,0
2616,57,32,68000,4,700,Superior,1910000,0,1,1
2617,56,31,49000,2,1600,Medio Superior,1030000,0,1,0
2618,44,20,65000,2,2500,Superior,0,0,1,0
2619,23,-3,45782,3,2400,Elemental,1450000,0,1,0
2620,33,8,62000,3,2300,Superior,980000,0,1,1
2621,48,22,152000,1,0,Superior,0,0,0,0
2622,45,18,33715,3,2500,Elemental,0,0,0,0
2623,54,28,25089,4,700,Elemental,0,0,1,0
2624,42,17,111000,3,3000,Superior,0,1,1,1
2625,47,21,82000,3,2100,Superior,0,0,1,0
2626,61,36,92493,4,3400,Elemental,0,0,1,0
2627,53,27,59000,2,800,Medio Superior,0,0,1,0
2628,56,30,61000,3,2500,Superior,1930000,0,1,0
2629,33,6,54587,4,2000,Elemental,0,0,1,0
2630,44,18,18000,2,100,Medio Superior,0,0,1,0
2631,63,37,113000,4,1700,Medio Superior,0,0,1,1
2632,47,20,47960,1,2670,Elemental,0,0,1,0
2633,50,24,81000,1,4900,Superior,2480000,0,1,0
2634,49,25,15403,3,12290,Superior,1060000,0,1,0
2635,34,9,75000,1,2800,Superior,1940000,0,0,0
2636,40,14,33000,2,800,Medio Superior,890000,0,1,0
2637,38,13,179000,1,4100,Superior,0,0,1,0
2638,51,26,48092,3,2000,Elemental,0,0,1,0
2639,28,4,45000,1,1000,Medio Superior,0,0,1,0
2640,52,26,44442,3,3000,Elemental,0,0,1,0
2641,39,13,81000,2,2800,Superior,0,0,1,0
2642,29,5,133000,1,5400,Superior,2120000,0,1,0
2643,54,29,81000,2,0,Medio Superior,0,0,1,0
2644,63,38,15358,4,14849,Elemental,860000,0,1,1
2645,40,14,28000,2,800,Medio Superior,0,0,0,0
2646,36,12,93000,2,2200,Superior,0,0,1,0
2647,45,20,191000,3,2600,Medio Superior,1230000,1,0,0
2648,61,37,155000,1,2900,Superior,0,0,1,0
2649,26,0,155000,2,7200,Superior,0,0,0,0
2650,33,8,68000,4,1300,Superior,0,0,1,0
2651,64,40,52000,2,1100,Superior,2260000,0,0,0
2652,43,17,51000,1,700,Medio Superior,0,0,1,0
2653,24,0,44000,4,1600,Superior,1800000,0,1,0
2654,30,5,121000,2,3100,Superior,4080000,0,1,0
2655,60,36,49000,4,2200,Superior,2040000,0,1,0
2656,50,26,42000,2,1000,Medio Superior,780000,0,1,0
2657,40,15,144000,1,4100,Superior,0,0,0,0
2658,31,6,45985,1,2600,Elemental,0,0,1,0
2659,30,4,44000,1,1500,Superior,1090000,0,0,0
2660,60,35,43000,3,900,Medio Superior,1750000,0,0,0
2661,39,14,47673,1,100,Elemental,1440000,0,1,0
2662,66,41,145000,1,2500,Superior,0,0,1,0
2663,65,41,158000,2,2100,Superior,0,0,0,0
2664,54,28,78000,4,4900,Superior,0,0,0,0
2665,54,29,118262,1,2400,Elemental,3520000,1,1,0
2666,35,9,105000,2,4500,Medio Superior,0,0,1,0
2667,32,7,77305,3,600,Elemental,0,0,1,0
2668,63,39,47589,1,0,Elemental,0,0,1,0
2669,60,35,113000,1,900,Superior,4060000,0,1,0
2670,43,18,12606,2,13528,Elemental,0,0,0,1
2671,59,33,142000,2,2700,Superior,0,0,1,0
2672,62,37,128000,1,2500,Superior,0,0,1,0
2673,30,5,131000,3,500,Medio Superior,0,1,0,0
2674,54,30,54366,4,1000,Elemental,1220000,0,1,0
2675,30,6,101000,2,600,Superior,0,0,1,0
2676,31,1,70000,2,1750,Medio Superior,0,0,1,1
2677,44,20,122000,1,300,Superior,0,0,1,0
2678,32,8,70000,3,1500,Superior,0,0,1,0
2679,63,38,148000,2,4300,Medio Superior,0,1,1,0
2680,57,32,43000,2,2100,Medio Superior,1660000,0,1,0
2681,60,30,31000,1,1500,Medio Superior,0,0,1,0
2682,37,11,35000,2,800,Medio Superior,0,0,0,0
2683,53,27,81000,4,2600,Medio Superior,0,0,1,0
2684,51,25,19000,1,1400,Medio Superior,980000,0,0,0
2685,30,5,98000,4,1800,Medio Superior,1290000,0,1,1
2686,28,2,101000,4,2100,Medio Superior,0,0,1,0
2687,50,24,81000,2,400,Medio Superior,0,0,1,0
2688,52,27,135000,1,600,Superior,4520000,0,1,0
2689,56,30,19019,2,700,Elemental,0,0,1,0
2690,40,16,104000,1,3400,Superior,2490000,0,1,0
2691,64,38,23830,3,700,Elemental,0,0,1,0
2692,61,36,91062,2,5400,Elemental,0,1,1,0
2693,46,20,47422,2,1700,Elemental,0,0,1,1
2694,55,29,62000,1,200,Superior,0,0,1,0
2695,45,19,85000,3,2100,Superior,0,0,1,1
2696,40,15,11968,2,14106,Elemental,0,0,0,0
2697,63,37,78000,4,1700,Medio Superior,0,0,1,0
2698,57,32,35750,3,500,Elemental,0,0,1,0
2699,38,14,122000,2,8000,Superior,0,0,1,1
2700,37,11,15943,3,10222,Elemental,1140000,0,0,0
2701,31,5,29478,4,2200,Elemental,0,0,1,1
2702,50,26,42104,1,1600,Elemental,0,0,1,0
2703,42,18,144000,2,6100,Superior,1580000,0,0,0
2704,51,27,35969,1,2600,Elemental,0,0,0,1
2705,38,13,191000,2,3000,Superior,0,0,1,0
2706,53,26,11870,1,11016,Elemental,1000000,0,1,0
2707,43,17,158000,1,2400,Superior,0,0,1,0
2708,35,9,131000,3,300,Medio Superior,0,1,1,1
2709,49,24,49281,1,2800,Elemental,1600000,0,0,1
2710,28,4,30551,3,700,Elemental,1700000,0,0,0
2711,51,27,39000,2,800,Superior,0,0,1,0
2712,39,14,34000,4,1700,Superior,0,0,1,1
2713,31,7,32000,1,1700,Superior,0,0,1,0
2714,44,18,129000,1,5700,Superior,0,0,1,0
2715,46,20,158000,3,5400,Superior,4320000,1,0,1
2716,42,18,54000,1,1800,Superior,0,0,1,0
2717,41,17,21119,1,2000,Elemental,0,0,0,0
2718,23,-2,36767,4,600,Elemental,0,0,1,1
2719,59,33,68000,2,2300,Medio Superior,0,0,0,0
2720,47,21,43343,1,1500,Elemental,0,0,1,0
2721,48,23,32000,1,100,Superior,0,0,0,1
2722,58,33,173000,2,7200,Medio Superior,0,1,1,0
2723,58,34,31000,4,400,Superior,0,0,0,0
2724,54,29,72000,2,3700,Superior,1440000,0,1,0
2725,49,24,24867,4,400,Elemental,1570000,0,1,1
2726,63,38,138000,1,2500,Superior,0,0,1,0
2727,62,37,16900,1,12928,Elemental,1270000,0,0,0
2728,45,19,69000,1,2800,Superior,2200000,0,1,1
2729,39,13,58000,3,2100,Superior,2470000,0,1,0
2730,58,34,63000,4,1500,Superior,0,0,1,0
2731,56,30,43000,2,300,Superior,0,0,1,0
2732,29,5,28000,1,200,Medio Superior,0,0,1,0
2733,33,9,38000,1,2100,Medio Superior,1330000,0,1,0
2734,55,29,47137,3,300,Elemental,1470000,0,0,0
2735,56,31,64000,4,900,Superior,0,0,1,0
2736,36,12,49114,3,2600,Elemental,1650000,0,1,0
2737,53,29,15239,1,16150,Superior,0,0,1,0
2738,57,31,159000,2,500,Superior,0,0,1,0
2739,35,9,103000,2,4500,Medio Superior,0,0,1,0
2740,43,18,42000,1,300,Medio Superior,0,0,1,0
2741,54,29,48000,2,2100,Medio Superior,1420000,0,1,0
2742,29,3,49000,1,1500,Superior,0,0,0,0
2743,39,14,89000,2,400,Superior,0,0,1,0
2744,32,8,7957,4,700,Elemental,0,0,1,1
2745,51,27,16121,2,15057,Superior,860000,0,0,0
2746,50,25,30868,1,1300,Elemental,1200000,0,0,1
2747,54,29,49000,2,2100,Medio Superior,950000,0,1,1
2748,38,12,30000,2,1400,Medio Superior,0,0,1,1
2749,32,7,61043,1,2600,Elemental,2400000,0,1,1
2750,62,37,82000,1,800,Medio Superior,3120000,0,1,0
2751,57,33,11495,1,15590,Elemental,0,0,0,0
2752,47,23,32000,4,600,Superior,1560000,0,1,1
2753,51,25,34000,3,900,Medio Superior,1110000,0,1,0
2754,54,27,176511,2,4750,Elemental,4770000,1,0,0
2755,26,1,61000,4,2200,Superior,1190000,0,1,0
2756,37,11,13214,3,12427,Elemental,0,0,1,1
2757,27,0,40000,4,1000,Medio Superior,0,0,1,0
2758,63,38,50000,2,2800,Superior,2050000,0,0,0
2759,62,36,35000,2,700,Medio Superior,0,0,1,1
2760,59,33,27471,3,300,Elemental,0,0,0,0
2761,32,7,49000,3,2300,Superior,0,0,1,0
2762,35,8,32000,4,1000,Elemental,1920000,0,0,1
2763,56,31,65000,2,3700,Superior,0,0,1,0
2764,55,31,13657,4,14128,Superior,0,0,1,0
2765,31,5,84000,1,2900,Medio Superior,1050000,0,1,1
2766,54,29,14158,4,16140,Elemental,1010000,0,1,0
2767,58,32,108000,3,4400,Superior,0,0,1,0
2768,48,24,59000,1,0,Superior,1440000,0,1,0
2769,48,22,163000,1,2400,Superior,3960000,0,1,0
2770,33,9,183000,2,8800,Medio Superior,5820000,1,1,0
2771,36,6,69000,4,4000,Medio Superior,0,0,1,0
2772,41,16,115000,1,7000,Superior,0,0,1,0
2773,55,31,130000,4,6500,Superior,0,1,0,1
2774,63,37,158975,2,7900,Elemental,3580000,1,1,0
2775,53,29,118000,2,300,Superior,0,0,1,0
2776,38,13,163000,1,4100,Superior,0,0,0,0
2777,46,20,140000,2,6300,Superior,3800000,0,1,1
2778,59,33,69157,2,700,Elemental,0,0,1,1
2779,56,31,61000,4,1300,Medio Superior,0,0,1,1
2780,59,35,137991,4,4100,Elemental,0,1,1,0
2781,39,13,46753,3,900,Elemental,0,0,0,0
2782,47,21,22000,1,200,Superior,1040000,0,0,0
2783,47,22,53000,1,300,Superior,2130000,0,1,0
2784,53,26,12244,2,12111,Elemental,0,0,1,1
2785,36,9,91359,4,2200,Elemental,0,1,0,0
2786,34,9,31000,4,1100,Medio Superior,850000,0,1,1
2787,36,10,83000,1,2800,Medio Superior,0,0,0,1
2788,60,34,152000,2,6900,Superior,0,0,1,0
2789,45,20,30000,1,100,Superior,0,0,1,0
2790,27,3,34000,1,200,Medio Superior,0,0,1,1
2791,47,22,44000,1,1400,Medio Superior,0,0,1,1
2792,44,20,182000,2,7600,Superior,0,0,0,0
2793,54,30,44000,3,1500,Superior,1170000,0,1,0
2794,57,33,122000,2,6000,Superior,1530000,0,1,1
2795,52,26,35000,4,1800,Superior,0,0,1,0
2796,51,25,91000,1,800,Medio Superior,0,0,1,0
2797,57,32,21258,2,2000,Elemental,0,0,0,0
2798,65,39,53000,1,2500,Medio Superior,0,0,1,0
2799,58,33,28000,1,300,Medio Superior,0,0,1,0
2800,64,39,50299,4,3400,Elemental,2000000,0,1,0
2801,52,26,22989,2,700,Elemental,900000,0,1,1
2802,58,34,41000,4,400,Superior,1770000,0,1,0
2803,52,22,154000,1,5000,Medio Superior,0,1,1,0
2804,43,18,41000,1,300,Medio Superior,0,0,1,0
2805,56,32,33000,3,1500,Superior,0,0,0,0
2806,37,12,182000,3,5800,Medio Superior,0,1,1,0
2807,53,27,59000,2,800,Medio Superior,0,0,1,0
2808,27,2,129000,2,3300,Superior,0,0,0,0
2809,53,27,35000,3,900,Medio Superior,1360000,0,1,0
2810,42,16,151598,3,2200,Elemental,0,1,1,1
2811,58,34,39144,4,1300,Elemental,2010000,0,0,0
2812,36,12,43440,4,100,Elemental,1450000,0,0,0
2813,53,28,183000,3,8200,Medio Superior,4670000,1,1,1
2814,48,22,11543,2,10686,Medio Superior,0,0,1,0
2815,54,28,53000,1,2200,Medio Superior,0,0,1,1
2816,26,1,48000,3,2600,Medio Superior,1690000,0,0,0
2817,50,26,128000,2,400,Superior,0,0,1,0
2818,31,7,105000,1,4000,Superior,3310000,0,1,0
2819,35,9,40000,3,900,Superior,0,0,1,1
2820,63,37,16110,2,15640,Superior,0,0,1,0
2821,29,4,102000,2,3300,Superior,3030000,0,0,0
2822,57,32,17468,3,100,Elemental,0,0,1,0
2823,30,5,30000,4,800,Superior,1580000,0,1,0
2824,33,7,21000,1,600,Medio Superior,0,0,0,0
2825,62,36,44000,2,300,Superior,0,0,0,0
2826,35,10,48000,1,2500,Medio Superior,1640000,0,1,0
2827,37,11,15414,3,14535,Elemental,0,0,1,0
2828,37,11,53658,4,2200,Elemental,0,0,1,1
2829,35,10,37446,3,700,Elemental,2300000,0,1,0
2830,35,9,82000,1,2500,Superior,1380000,0,1,0
2831,59,35,39000,4,1300,Superior,0,0,1,0
2832,53,27,45000,2,800,Medio Superior,0,0,1,1
2833,45,21,133000,4,5700,Medio Superior,0,1,1,1
2834,46,22,152000,2,1400,Superior,0,0,1,0
2835,40,16,14423,1,13688,Superior,910000,0,1,0
2836,42,16,32000,3,1500,Superior,1490000,0,1,0
2837,25,1,74000,4,2600,Superior,2040000,0,1,0
2838,39,14,40818,2,1100,Elemental,1590000,0,0,1
2839,30,6,151738,3,4100,Elemental,0,1,1,1
2840,58,33,75000,2,0,Medio Superior,0,0,1,0
2841,41,15,95000,3,100,Superior,2400000,0,1,0
2842,37,11,157797,4,7300,Elemental,5650000,1,1,0
2843,36,11,90000,1,2800,Superior,0,0,1,0
2844,27,3,20000,4,1000,Superior,1340000,0,1,1
2845,60,34,64000,3,2200,Medio Superior,0,0,1,0
2846,62,36,85000,2,1700,Medio Superior,980000,0,0,0
2847,67,43,83444,4,1700,Elemental,0,0,1,0
2848,44,18,21000,1,200,Superior,0,0,1,0
2849,24,-1,52781,2,1800,Elemental,0,0,0,0
2850,45,21,158000,2,6670,Superior,1320000,0,1,1
2851,58,34,125000,1,4300,Superior,2190000,0,1,0
2852,61,36,63471,3,1800,Elemental,0,0,1,0
2853,54,29,183000,1,8100,Superior,0,0,1,1
2854,28,3,48034,4,600,Elemental,0,0,1,0
2855,49,24,79000,4,3600,Medio Superior,2120000,0,1,0
2856,35,11,31589,1,1500,Elemental,1360000,0,1,0
2857,36,10,147488,4,1000,Elemental,2950000,1,1,0
2858,34,8,184000,3,7500,Superior,0,1,0,0
2859,36,11,158000,2,7800,Superior,1140000,0,1,1
2860,35,11,188000,1,900,Medio Superior,2820000,1,1,0
2861,27,2,20000,4,500,Medio Superior,0,0,1,0
2862,42,18,60000,4,200,Medio Superior,1510000,0,0,1
2863,65,39,113000,4,2400,Medio Superior,0,0,1,0
2864,29,5,70000,4,0,Superior,0,0,1,1
2865,65,41,84000,2,0,Medio Superior,0,0,1,1
2866,59,33,23000,2,200,Medio Superior,0,0,1,0
2867,46,22,141000,2,3300,Superior,0,0,1,1
2868,59,33,110000,3,4400,Superior,2640000,0,1,0
2869,52,26,31000,4,1800,Superior,0,0,1,1
2870,60,35,22000,1,1300,Superior,800000,0,1,0
2871,43,17,91000,1,5200,Superior,0,0,1,0
2872,65,39,82000,4,2400,Medio Superior,2520000,0,1,0
2873,50,26,23000,1,300,Superior,0,0,0,0
2874,48,23,35000,1,100,Superior,0,0,1,0
2875,49,25,114000,1,2500,Medio Superior,0,1,1,0
2876,58,33,18000,3,100,Elemental,0,0,1,1
2877,24,-2,80000,2,1600,Medio Superior,2380000,0,1,0
2878,58,32,74000,2,2300,Medio Superior,0,0,1,1
2879,45,19,99236,4,4100,Elemental,0,1,1,0
2880,42,15,39840,3,2330,Elemental,0,0,0,0
2881,64,40,40000,2,1100,Superior,0,0,1,0
2882,49,25,55000,4,100,Medio Superior,0,0,1,0
2883,55,31,39500,1,2700,Elemental,0,0,0,1
2884,40,14,59898,4,1400,Elemental,0,0,1,0
2885,28,2,48000,4,2100,Medio Superior,0,0,1,1
2886,57,31,113000,4,600,Medio Superior,3270000,1,1,0
2887,50,25,34536,1,1300,Elemental,0,0,1,0
2888,40,16,109000,2,2200,Superior,0,0,1,0
2889,55,28,29290,3,1000,Elemental,0,0,1,1
2890,53,29,24875,3,1900,Elemental,1440000,0,0,0
2891,48,24,18000,4,200,Superior,0,0,1,1
2892,59,33,63000,1,1600,Superior,0,0,1,1
2893,58,32,29030,1,2800,Elemental,0,0,1,0
2894,38,14,70000,4,2000,Medio Superior,0,0,1,0
2895,49,25,19000,1,900,Medio Superior,0,0,0,0
2896,60,36,33035,4,1300,Elemental,1400000,0,1,0
2897,54,28,81000,3,800,Superior,0,0,1,0
2898,28,2,34000,4,1300,Medio Superior,0,0,1,0
2899,27,1,117572,1,5900,Elemental,1750000,1,1,0
2900,42,18,114000,1,300,Superior,0,0,1,0
2901,52,28,55000,2,3200,Medio Superior,1510000,0,1,0
2902,54,30,6594,1,100,Elemental,760000,0,1,0
2903,56,30,38017,4,2800,Elemental,0,0,1,0
2904,58,34,41000,3,1500,Superior,0,0,1,1
2905,56,32,190000,3,2200,Superior,0,1,1,0
2906,64,40,12671,2,15484,Medio Superior,0,0,1,0
2907,35,8,47947,2,1670,Elemental,0,0,1,0
2908,45,20,40000,2,1300,Superior,0,0,1,1
2909,57,32,15573,3,100,Elemental,0,0,1,0
2910,35,8,35288,2,1670,Elemental,0,0,0,1
2911,46,22,102000,3,4500,Medio Superior,0,1,1,0
2912,30,4,54000,4,1800,Medio Superior,2350000,0,1,0
2913,44,20,100296,4,3200,Elemental,0,1,0,0
2914,39,12,47850,3,2330,Elemental,0,0,1,1
2915,42,18,42000,2,1700,Superior,0,0,1,0
2916,34,9,133000,1,3800,Superior,0,0,1,0
2917,46,20,31065,1,1200,Elemental,0,0,1,0
2918,55,31,34000,3,1500,Superior,1010000,0,1,0
2919,28,3,142000,1,800,Superior,0,0,1,0
2920,35,10,64000,3,2300,Superior,0,0,1,1
2921,60,35,44000,2,1600,Medio Superior,1700000,0,1,0
2922,50,24,95000,1,300,Superior,2620000,0,1,0
2923,52,26,49000,1,1400,Medio Superior,0,0,1,0
2924,51,27,14400,2,14615,Superior,0,0,0,0
2925,51,26,98000,1,1300,Medio Superior,0,0,1,1
2926,59,35,42000,4,400,Superior,0,0,1,0
2927,53,28,44000,2,600,Medio Superior,0,0,1,1
2928,43,17,124000,1,5200,Superior,0,0,0,0
2929,31,6,175000,2,6700,Superior,0,0,1,0
2930,32,6,22000,4,300,Superior,0,0,0,0
2931,41,17,78000,4,2670,Superior,990000,0,1,0
2932,31,4,44185,2,1000,Elemental,1090000,0,0,1
2933,41,16,154000,1,7000,Superior,0,0,0,1
2934,47,22,34842,3,2700,Elemental,0,0,1,0
2935,37,13,195000,2,6500,Superior,6350000,0,1,0
2936,53,23,80000,1,3000,Medio Superior,0,0,1,1
2937,49,22,56165,3,2000,Elemental,0,0,1,0
2938,62,36,89000,2,2000,Superior,0,0,1,1
2939,33,9,46681,3,2600,Elemental,0,0,1,0
2940,54,24,25000,4,400,Medio Superior,0,0,0,1
2941,27,3,37966,3,100,Elemental,1630000,0,1,0
2942,60,35,122000,1,2600,Superior,3520000,0,0,0
2943,29,5,160000,1,4300,Superior,3850000,0,1,0
2944,56,32,60919,4,1600,Elemental,0,0,0,0
2945,55,30,79000,2,0,Medio Superior,0,0,0,0
2946,45,19,21736,3,500,Elemental,0,0,1,1
2947,33,9,145000,1,4300,Superior,4370000,0,1,0
2948,45,21,151000,2,3300,Superior,3280000,0,0,0
2949,44,18,12398,2,11753,Medio Superior,980000,0,0,1
2950,37,11,10913,3,11460,Elemental,0,0,1,0
2951,42,16,55000,1,700,Medio Superior,1350000,0,1,0
2952,26,2,132000,2,2400,Medio Superior,0,1,0,1
2953,33,8,182000,1,8600,Superior,0,0,0,0
2954,61,36,78000,3,500,Superior,0,0,1,1
2955,31,7,29759,1,2400,Elemental,0,0,1,1
2956,54,29,44000,2,2300,Medio Superior,1870000,0,1,0
2957,62,38,195000,4,5200,Medio Superior,5220000,1,1,1
2958,61,36,46034,3,500,Elemental,0,0,1,0
2959,66,41,65000,3,2400,Superior,0,0,0,0
2960,38,12,43000,4,200,Superior,0,0,0,0
2961,55,29,38000,4,1500,Medio Superior,0,0,0,1
2962,60,36,50000,1,1800,Medio Superior,0,0,1,0
2963,23,-2,52319,2,1800,Elemental,0,0,0,0
2964,29,3,41000,1,1900,Medio Superior,0,0,1,1
2965,35,10,73000,3,2300,Superior,0,0,1,0
2966,53,27,31000,2,400,Medio Superior,1040000,0,0,1
2967,32,7,46618,3,600,Elemental,0,0,1,1
2968,38,14,95000,2,1900,Superior,0,0,1,1
2969,44,18,162000,4,1300,Superior,3010000,1,0,0
2970,43,18,60000,2,2200,Medio Superior,1150000,0,0,0
2971,54,30,121000,2,1100,Medio Superior,0,1,0,0
2972,52,25,29549,3,1000,Elemental,1650000,0,1,1
2973,31,7,24003,1,1800,Elemental,1820000,0,1,1
2974,47,22,82000,1,2900,Superior,2760000,0,1,0
2975,42,18,52000,4,1900,Superior,0,0,1,0
2976,57,33,43000,3,1500,Superior,1680000,0,0,1
2977,33,8,61272,1,2600,Elemental,0,0,1,1
2978,35,10,161000,1,4100,Superior,0,0,1,0
2979,56,30,16328,2,12656,Elemental,0,0,1,0
2980,57,32,102000,1,2600,Superior,0,0,1,0
2981,25,-1,46709,3,2400,Elemental,0,0,0,0
2982,53,28,85000,1,1200,Superior,0,0,0,0
2983,59,33,111000,3,4400,Superior,0,0,1,0
2984,56,32,90000,2,300,Superior,0,0,1,1
2985,54,28,94000,2,1100,Superior,1880000,0,0,0
2986,48,23,63000,4,3600,Medio Superior,0,0,0,0
2987,55,30,125670,2,2800,Elemental,0,1,1,0
2988,33,7,39000,2,2000,Medio Superior,0,0,0,0
2989,46,21,205000,2,8800,Superior,1810000,0,1,0
2990,42,18,142000,1,3400,Superior,4960000,0,1,0
2991,49,25,163000,2,400,Superior,0,0,0,0
2992,42,17,113000,3,1000,Superior,0,0,1,0
2993,46,21,64000,1,2900,Superior,0,0,1,1
2994,65,40,20000,3,100,Medio Superior,0,0,0,1
2995,50,24,179000,1,1000,Superior,0,0,1,0
2996,54,24,91000,2,4500,Medio Superior,900000,0,1,0
2997,42,18,103000,1,3330,Superior,0,1,1,1
2998,57,33,45070,4,1600,Elemental,0,0,0,0
2999,61,35,38000,2,300,Superior,0,0,0,0
3000,60,34,44000,1,200,Superior,0,0,0,1
3001,40,14,136389,1,4300,Elemental,0,1,0,0
3002,33,7,81000,3,1600,Superior,0,0,1,1
3003,37,13,62450,2,1700,Elemental,830000,0,0,0
3004,52,28,34168,3,1900,Elemental,0,0,0,1
3005,33,7,88000,3,1600,Superior,0,0,1,1
3006,62,36,128851,3,7000,Elemental,0,1,1,0
3007,62,37,141871,3,5000,Elemental,1840000,1,1,1
3008,63,37,13291,1,16773,Elemental,1020000,0,0,1
3009,55,25,92000,1,3000,Medio Superior,1580000,0,0,1
3010,33,9,37615,3,2600,Elemental,0,0,1,0
3011,25,1,72000,3,800,Superior,0,0,1,0
3012,55,31,63000,3,2670,Superior,0,0,1,0
3013,29,3,172000,2,4500,Superior,4150000,0,1,0
3014,45,21,183000,2,1400,Superior,0,0,1,1
3015,60,34,40000,1,2500,Medio Superior,1660000,0,1,0
3016,44,18,68000,4,2900,Superior,0,0,0,1
3017,48,23,78000,4,3600,Medio Superior,0,0,1,0
3018,57,32,68000,2,3700,Superior,1840000,0,0,0
3019,58,32,49000,1,1400,Superior,990000,0,1,1
3020,58,33,39000,2,2300,Medio Superior,0,0,1,0
3021,44,20,151000,1,3500,Superior,3920000,0,1,0
3022,54,28,159000,2,500,Superior,4610000,0,1,0
3023,59,33,63402,4,1900,Elemental,0,0,1,1
3024,63,37,105000,4,1700,Medio Superior,2440000,0,0,1
3025,61,35,78000,2,2000,Superior,0,0,1,1
3026,58,32,128000,2,2700,Superior,3440000,0,0,0
3027,44,20,81000,4,800,Superior,2280000,0,0,1
3028,53,29,50000,4,100,Medio Superior,1520000,0,1,0
3029,63,39,38000,3,100,Medio Superior,1780000,0,1,1
3030,41,17,119000,2,6100,Superior,2630000,0,1,0
3031,50,26,80210,3,1800,Elemental,0,0,1,0
3032,51,25,29000,1,1400,Medio Superior,1020000,0,0,1
3033,47,22,19000,1,400,Medio Superior,0,0,1,0
3034,43,19,130000,2,4700,Medio Superior,2210000,1,0,1
3035,46,21,38000,1,2400,Superior,1300000,0,1,0
3036,50,24,31000,1,300,Medio Superior,0,0,0,0
3037,33,9,14796,4,14578,Elemental,1050000,0,1,0
3038,27,2,137852,3,400,Elemental,0,1,1,0
3039,34,8,39000,4,200,Superior,1150000,0,1,0
3040,34,9,141000,2,4900,Medio Superior,0,1,0,1
3041,28,2,33000,3,1000,Superior,1670000,0,1,0
3042,29,5,92000,2,600,Superior,0,0,1,0
3043,52,26,48243,3,3000,Elemental,0,0,0,0
3044,47,22,36782,3,2700,Elemental,0,0,1,1
3045,41,16,14652,2,12762,Elemental,830000,0,0,0
3046,58,32,38025,1,2800,Elemental,0,0,1,0
3047,37,12,63000,3,2300,Superior,0,0,1,0
3048,57,33,149000,1,4700,Superior,0,0,0,0
3049,63,39,49000,1,800,Superior,1030000,0,1,0
3050,60,35,125000,2,3900,Superior,0,0,0,0
3051,50,25,48473,1,1300,Elemental,0,0,1,0
3052,60,35,48000,3,1500,Superior,0,0,1,0
3053,54,30,75000,2,3200,Medio Superior,0,0,0,1
3054,28,4,114000,2,200,Superior,0,0,1,0
3055,45,21,111153,4,5500,Elemental,0,1,1,1
3056,28,2,111000,4,2300,Medio Superior,0,0,1,0
3057,54,29,47042,4,3800,Elemental,1490000,0,1,0
3058,42,18,45000,1,700,Superior,0,0,1,0
3059,30,4,113000,2,200,Superior,0,0,1,0
3060,61,36,128000,1,2600,Superior,0,0,1,0
3061,64,38,168000,4,5700,Medio Superior,0,1,1,0
3062,38,13,81000,1,4000,Medio Superior,2060000,0,1,0
3063,39,14,54820,1,100,Elemental,2970000,0,0,1
3064,54,29,21000,4,100,Medio Superior,0,0,0,0
3065,59,33,83000,3,4400,Superior,0,0,1,0
3066,39,15,121000,1,3500,Superior,3680000,0,1,0
3067,63,33,40000,4,1670,Medio Superior,0,0,1,0
3068,31,5,101000,1,2900,Medio Superior,1700000,0,0,0
3069,56,26,90000,2,4500,Medio Superior,0,0,0,0
3070,47,20,35578,1,2670,Elemental,0,0,1,1
3071,28,3,42380,2,1800,Elemental,2210000,0,0,0
3072,32,8,46059,4,100,Elemental,2570000,0,0,1
3073,54,30,51000,2,3200,Medio Superior,0,0,0,0
3074,29,5,149000,1,1500,Superior,0,0,1,0
3075,39,15,31000,1,1400,Medio Superior,880000,0,1,1
3076,26,0,85000,2,1600,Medio Superior,0,0,0,0
3077,29,-1,62000,2,1750,Medio Superior,0,0,0,1
3078,46,21,44000,1,300,Superior,1100000,0,1,0
3079,38,13,63000,3,500,Medio Superior,1900000,0,1,1
3080,55,31,23000,2,300,Superior,0,0,1,1
3081,48,22,33739,3,2200,Elemental,870000,0,1,0
3082,36,10,78000,2,4500,Medio Superior,2040000,0,1,1
3083,39,13,40000,3,900,Medio Superior,1290000,0,1,0
3084,40,16,78000,4,2400,Superior,0,0,1,0
3085,26,0,97800,3,700,Elemental,0,1,0,0
3086,55,29,47528,3,300,Elemental,0,0,0,1
3087,61,35,23000,3,300,Medio Superior,0,0,1,0
3088,57,33,15237,2,15011,Superior,0,0,1,0
3089,56,31,28000,1,1300,Superior,1380000,0,0,1
3090,31,5,23000,3,1000,Superior,950000,0,0,0
3091,61,31,19000,1,1500,Medio Superior,0,0,1,0
3092,58,32,42000,3,1400,Medio Superior,1580000,0,0,1
3093,43,18,113000,2,400,Superior,3250000,0,0,0
3094,29,5,25148,4,400,Elemental,0,0,0,1
3095,50,23,13621,1,11363,Elemental,1040000,0,0,1
3096,49,25,31080,1,1600,Elemental,0,0,1,1
